incident_id,date,state,city_or_county,n_killed,n_injured,congressional_district,gun_stolen,gun_type,incident_characteristics,latitude,longitude,n_guns_involved,participant_age,participant_age_group,participant_gender,participant_relationship,participant_status,participant_type,state_house_district,state_senate_district
155134,2014-07-05,Indiana,Muncie,1,0,6.0,,,"Shot - Dead (murder, accidental, suicide)",40.186,-85.377,0,,,,,0::Killed,0::Victim,34.0,25.0
161717,2014-07-05,Illinois,Chicago,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Officer Involved Shooting - subject/suspect/perpetrator killed||Brandishing/flourishing/open carry/lost/found",41.736,-87.648,0,0::16,0::Teen 12-17,0::Male,,0::Killed,0::Victim,27.0,14.0
155831,2014-07-05,Louisiana,Glenmora,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)",30.977,-92.585,0,0::74||1::52,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,25.0,31.0
162477,2014-07-05,Missouri,Saint Louis,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator shot||Officer Involved Shooting - subject/suspect/perpetrator killed",38.705,-90.27,0,0::30,0::Adult 18+,0::Male,,0::Killed,0::Victim,74.0,14.0
161597,2014-07-05,Alaska,Anchorage,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^",61.154,-149.863,0,,0::Adult 18+,0::Female,,0::Killed,0::Victim,22.0,
155012,2014-07-05,Iowa,Ankeny,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Possession (gun(s) found during commission of other crimes)",41.694,-93.612,0,0::59,0::Adult 18+,0::Female,,0::Killed,0::Victim,38.0,19.0
156540,2014-07-05,Mississippi,Centreville,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)",31.074,-91.086,0,0::18||1::18||2::14||3::18,0::Adult 18+||1::Adult 18+||2::Teen 12-17||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Killed,0::Victim||1::Subject-Suspect||2::Subject-Suspect||3::Subject-Suspect,96.0,38.0
155008,2014-07-05,California,San Bernardino,1,0,31.0,,,"Shot - Dead (murder, accidental, suicide)",34.127,-117.296,0,0::23,0::Adult 18+,0::Male,,0::Killed,0::Victim,40.0,23.0
154869,2014-07-05,North Carolina,Durham,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",35.966,-78.912,0,0::19,0::Adult 18+,0::Male,,0::Killed,0::Victim,29.0,20.0
163221,2014-07-05,Arizona,Phoenix,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment",33.43,-112.074,0,0::31,0::Adult 18+,0::Male,,0::Killed,0::Victim,27.0,27.0
155319,2014-07-05,Florida,Boynton Beach,1,1,22.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",26.513,-80.108,0,2::58,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Male||2::Male,,0::Injured||1::Killed||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect,91.0,34.0
163589,2014-07-05,Missouri,Springfield,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - subject/suspect/perpetrator killed||Armed robbery with injury/death and/or evidence of DGU found",37.221,-93.301,0,0::40,0::Adult 18+,0::Male,,0::Killed,0::Victim,132.0,30.0
156008,2014-07-06,Louisiana,Bogalusa,2,2,5.0,,,"Shot - Dead (murder, accidental, suicide)",30.767,-89.86,0,,,,,0::Killed||1::Killed||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,75.0,12.0
155669,2014-07-06,South Carolina,North Charleston,1,0,6.0,,,"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",32.909,-80.023,0,0::22,0::Adult 18+,0::Male,,0::Killed,0::Victim,113.0,42.0
161727,2014-07-06,Florida,Williston,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)",29.381,-82.408,0,0::31,0::Adult 18+,0::Male,,0::Killed,0::Victim,22.0,5.0
155379,2014-07-06,Illinois,Chicago,1,1,2.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Gang involvement||Possession (gun(s) found during commission of other crimes)",41.749,-87.552,0,0::25||1::19||3::20,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Female||2::Female||3::Male||4::Male,,0::Killed||1::Injured||2::Unharmed||3::Unharmed||4::Unharmed,0::Victim||1::Victim||2::Victim||3::Subject-Suspect||4::Subject-Suspect,25.0,13.0
155093,2014-07-06,Ohio,Columbus,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)||Bar/club incident - in or around establishment||Possession (gun(s) found during commission of other crimes)",39.913,-82.881,0,0::35||1::28,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,26.0,15.0
327350,2014-07-06,Michigan,Kalamazoo,1,1,6.0,0::Unknown||1::Unknown,0::22 LR||1::9mm,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Possession (gun(s) found during commission of other crimes)||Possession of gun by felon or prohibited person",42.302,-85.586,2,0::30||2::25||3::27||4::29,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,,"0::Killed||1::Injured||2::Unharmed, Arrested||3::Unharmed, Arrested||4::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect,60.0,20.0
155069,2014-07-06,Illinois,Chicago,1,0,9.0,,,"Shot - Dead (murder, accidental, suicide)||Possession (gun(s) found during commission of other crimes)",41.962,-87.663,0,0::19,0::Adult 18+,0::Male,,0::Killed,0::Victim,13.0,7.0
155689,2014-07-06,Illinois,Chicago,1,1,7.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Possession (gun(s) found during commission of other crimes)",41.887,-87.756,0,0::21||1::19||2::27,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Killed||1::Injured||2::Unharmed||3::Unharmed,0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect,8.0,4.0
155412,2014-07-06,Missouri,Saint Louis,0,4,1.0,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",38.672,-90.242,0,0::33||1::37||2::27||3::30,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed||5::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect,76.0,4.0
155403,2014-07-06,Missouri,Saint Louis,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",38.588,-90.241,0,0::32||1::36,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,78.0,5.0
155222,2014-07-06,Florida,Jacksonville,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)||Drug involvement",30.245,-81.722,0,0::36||1::48,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,15.0,9.0
157053,2014-07-06,Mississippi,Columbus,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed||Armed robbery with injury/death and/or evidence of DGU found",33.493,-88.419,0,0::31,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect,41.0,17.0
155729,2014-07-06,New York,Mariners Harbor,1,0,11.0,,,"Shot - Dead (murder, accidental, suicide)",40.636,-74.167,0,0::23,0::Adult 18+,0::Male,,0::Killed,0::Victim,63.0,23.0
155565,2014-07-06,Tennessee,Chattanooga,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)",35.015,-85.284,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,28.0,10.0
155137,2014-07-06,Wisconsin,Green Bay,1,0,8.0,,,"Shot - Dead (murder, accidental, suicide)",44.519,-88.02,0,,0::Adult 18+||1::Adult 18+,0::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,90.0,30.0
155559,2014-07-06,Tennessee,Chattanooga,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)",35.013,-85.28,0,0::18,0::Adult 18+,0::Male,,0::Killed,0::Victim,28.0,10.0
155588,2014-07-06,Connecticut,Bridgeport,1,0,4.0,,,"Shot - Dead (murder, accidental, suicide)",41.187,-73.186,0,0::23,0::Adult 18+,0::Male,,0::Killed,0::Victim,130.0,23.0
181969,2014-07-06,Oregon,Molalla,1,1,5.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed||Domestic Violence||Brandishing/flourishing/open carry/lost/found",45.169,-122.597,0,1::36,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Injured||1::Killed,0::Victim||1::Subject-Suspect,18.0,9.0
271139,2014-07-06,Pennsylvania,Philadelphia,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",39.974,-75.264,0,0::27,0::Adult 18+,0::Male,,0::Killed,0::Victim,,
271143,2014-07-06,Pennsylvania,Philadelphia,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",40.021,-75.078,0,0::25,0::Adult 18+,0::Male,,0::Killed,0::Victim,,
156476,2014-07-06,Maine,Biddeford,2,0,1.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Drug involvement",43.496,-70.465,1,0::42||1::37||2::34||3::44||4::28,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,,"0::Killed||1::Killed||2::Unharmed, Arrested||3::Unharmed, Arrested||4::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect,11.0,32.0
156125,2014-07-06,Florida,Miami,2,2,24.0,0::Unknown,0::Unknown,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",25.832,-80.23,1,0::21||2::27,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,,0::Killed||1::Killed||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,109.0,39.0
155599,2014-07-06,Connecticut,Bridgeport,1,1,4.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Domestic Violence",41.195,-73.178,0,0::24||2::37,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Male||2::Male,,"0::Killed||1::Injured||2::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect,128.0,23.0
155064,2014-07-06,Indiana,Gary,1,0,1.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - Officer killed||Domestic Violence||Criminal act with stolen gun||Possession of gun by felon or prohibited person",41.57,-87.344,1,0::47||1::25,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Killed||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,3.0,3.0
155719,2014-07-06,New York,Staten Island,1,0,11.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",40.61,-74.084,1,0::40||1::25,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,61.0,23.0
157353,2014-07-06,Illinois,Kingston,1,0,16.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Possession (gun(s) found during commission of other crimes)",42.1,-88.759,1,0::23,0::Adult 18+,0::Male,,0::Killed,0::Victim,70.0,35.0
155721,2014-07-06,New York,Staten Island,1,1,11.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)",40.626,-74.075,1,0::31||1::25,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,"0::Killed, Injured||1::Unharmed, Arrested",0::Victim||1::Subject-Suspect,61.0,23.0
155242,2014-07-06,District of Columbia,Washington,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",38.91,-76.985,0,0::23,0::Adult 18+,0::Male,,0::Killed,0::Victim,,
155551,2014-07-06,Tennessee,Hendersonville,1,0,6.0,,,Shot - Wounded/Injured||Suicide^||Home Invasion||Home Invasion - subject/suspect/perpetrator killed||Domestic Violence||Brandishing/flourishing/open carry/lost/found||Defensive Use,36.329,-86.607,0,1::18||2::36,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Female||1::Male||2::Male,,0::Unharmed||1::Unharmed||2::Killed,0::Victim||1::Victim||2::Subject-Suspect,45.0,18.0
157236,2014-07-06,Florida,Miami,1,0,24.0,,,"Shot - Dead (murder, accidental, suicide)",25.827,-80.193,0,0::31||1::32,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,108.0,39.0
155368,2014-07-06,Illinois,Chicago,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",41.683,-87.63,0,0::23,0::Adult 18+,0::Male,,0::Killed,0::Victim,28.0,14.0
155355,2014-07-06,Kentucky,Lexington,1,0,6.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",38.044,-84.486,0,0::23,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,,
155755,2014-07-06,New York,Buffalo,0,4,26.0,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",42.921,-78.8,0,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Male,,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,141.0,63.0
155774,2014-07-06,New York,Brooklyn,2,0,8.0,,,"Shot - Dead (murder, accidental, suicide)",40.68,-73.958,0,0::32||1::34,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Killed,0::Victim||1::Victim,57.0,25.0
162999,2014-07-06,Texas,Houston,0,4,18.0,,,Shot - Wounded/Injured||Pistol-whipping||Brandishing/flourishing/open carry/lost/found,29.864,-95.44,0,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+||7::Adult 18+,4::Male||5::Male||6::Male||7::Male,,0::Injured||1::Injured||2::Injured||3::Injured||4::Unharmed||5::Unharmed||6::Unharmed||7::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Subject-Suspect||5::Subject-Suspect||6::Subject-Suspect||7::Subject-Suspect,139.0,15.0
162936,2014-07-06,Pennsylvania,Philadelphia,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",40.021,-75.079,0,0::25,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,,
155967,2014-07-06,Louisiana,Houma,1,0,6.0,,,"Shot - Dead (murder, accidental, suicide)",29.593,-90.745,0,0::29||1::58,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed,0::Victim||1::Subject-Suspect,52.0,21.0
155112,2014-07-06,Michigan,Saginaw,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)||Possession (gun(s) found during commission of other crimes)",43.424,-83.962,0,0::34||1::17||2::17,0::Adult 18+||1::Teen 12-17||2::Teen 12-17,0::Male||1::Male||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,95.0,32.0
161744,2014-07-06,Tennessee,Memphis,1,1,9.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",35.163,-89.991,0,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Injured,0::Victim||1::Victim,90.0,30.0
155108,2014-07-06,Michigan,Detroit,2,0,14.0,,,"Shot - Dead (murder, accidental, suicide)||Gang involvement||Possession (gun(s) found during commission of other crimes)",42.332,-83.048,0,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Killed,0::Victim||1::Victim||2::Subject-Suspect,6.0,1.0
162548,2014-07-06,Mississippi,Columbus,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed",33.501,-88.413,0,0::31,0::Adult 18+,0::Male,,0::Killed,0::Victim,41.0,16.0
162503,2014-07-06,California,Hayward,1,0,15.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",37.666,-122.11,0,0::29,0::Adult 18+,0::Male,,0::Killed,0::Victim,20.0,10.0
155758,2014-07-06,New York,Buffalo,1,1,26.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",42.907,-78.828,0,0::21||1::20,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Injured,0::Victim||1::Victim,141.0,63.0
155226,2014-07-06,Wisconsin,Racine,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - subject/suspect/perpetrator killed",42.697,-87.815,0,0::37,0::Adult 18+,0::Male,,0::Killed,0::Victim,66.0,22.0
156576,2014-07-06,Alabama,Prichard,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Home Invasion||Home Invasion - Resident killed",30.756,-88.175,0,0::21||1::22,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,98.0,33.0
173122,2014-07-06,California,Los Angeles,1,0,43.0,,,"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",33.953,-118.29,0,0::52,0::Adult 18+,0::Male,,0::Killed,0::Victim,64.0,30.0
155232,2014-07-06,Texas,Houston,1,0,9.0,,,"Shot - Dead (murder, accidental, suicide)",29.618,-95.464,0,0::44,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,131.0,13.0
155796,2014-07-06,California,San Francisco,1,1,12.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",37.738,-122.391,0,0::37||1::49||2::20,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Killed||1::Injured||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect,17.0,11.0
156630,2014-07-07,Alabama,Center Point,1,1,7.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)",33.641,-86.71,0,0::40||1::18||2::23,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Killed||1::Injured||2::Unharmed,0::Victim||1::Victim||2::Subject-Suspect,59.0,20.0
155952,2014-07-07,California,Vallejo,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)",38.1,-122.253,0,0::26,0::Adult 18+,0::Male,,0::Killed,0::Victim,14.0,3.0
155815,2014-07-07,Ohio,Cincinnati,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Possession (gun(s) found during commission of other crimes)",39.105,-84.514,0,0::25||1::22,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,32.0,9.0
158029,2014-07-07,Alabama,Ariton,1,0,2.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - Officer killed||Animal shot/killed",31.464,-85.685,1,1::50,1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,89.0,31.0
761772,2014-07-07,Texas,Coldspring,2,0,8.0,0::Unknown,0::Unknown,"Shot - Dead (murder, accidental, suicide)||Armed robbery with injury/death and/or evidence of DGU found",30.623,-95.124,1,0::36||1::56||2::20||3::28||4::21,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Male,2::Armed Robbery||3::Armed Robbery||4::Armed Robbery,"0::Killed||1::Killed||2::Unharmed, Arrested||3::Unharmed, Arrested||4::Unharmed, Arrested",0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect||4::Subject-Suspect,18.0,3.0
155943,2014-07-07,California,San Bernardino,1,4,31.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",34.121,-117.278,0,0::24,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+||4::Adult 18+||5::Adult 18+||6::Adult 18+,0::Male||1::Male||2::Male||3::Male||4::Female,,0::Killed||1::Injured||2::Injured||3::Injured||4::Injured||5::Unharmed||6::Unharmed,0::Victim||1::Victim||2::Victim||3::Victim||4::Victim||5::Subject-Suspect||6::Subject-Suspect,40.0,23.0
155856,2014-07-07,Illinois,Chicago,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Possession (gun(s) found during commission of other crimes)",41.769,-87.678,0,0::19,0::Adult 18+,0::Female,,0::Killed,0::Victim||1::Subject-Suspect,32.0,16.0
156100,2014-07-07,Kentucky,Central City,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",37.306,-87.148,0,0::64||1::61,0::Adult 18+||1::Adult 18+,0::Male||1::Female,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,,
155889,2014-07-07,Texas,Medina County,1,0,23.0,,,"Shot - Dead (murder, accidental, suicide)",29.246,-98.885,0,,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,53.0,19.0
165604,2014-07-07,New Mexico,Clovis,1,0,3.0,,,"Shot - Dead (murder, accidental, suicide)||Domestic Violence",34.402,-103.199,0,0::33||1::40,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,63.0,7.0
155780,2014-07-07,California,San Francisco,1,0,12.0,,,"Shot - Dead (murder, accidental, suicide)",37.711,-122.422,0,0::24,0::Adult 18+,0::Male,,0::Killed,0::Victim,17.0,11.0
156042,2014-07-07,Ohio,Toledo,1,1,9.0,,,Shot - Wounded/Injured||Domestic Violence||Possession (gun(s) found during commission of other crimes)||Brandishing/flourishing/open carry/lost/found||Defensive Use,41.646,-83.568,0,0::19||1::71,0::Adult 18+,0::Male||1::Male,,0::Killed||1::Injured,0::Victim||1::Subject-Suspect,44.0,11.0
155484,2014-07-07,Illinois,Chicago,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",41.742,-87.544,0,0::24,0::Adult 18+,0::Male,,0::Killed,0::Victim,25.0,13.0
162305,2014-07-07,Kentucky,Stopover,0,4,5.0,,,"Shot - Wounded/Injured||Mass Shooting (4+ victims injured or killed excluding the subject/suspect/perpetrator, one location)",37.514,-82.086,0,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Victim||3::Victim,,
156056,2014-07-07,California,Compton,1,1,44.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)",33.904,-118.24,0,0::24,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Injured,0::Victim||1::Victim,64.0,35.0
156578,2014-07-07,Michigan,Pontiac,1,0,14.0,,,"Shot - Dead (murder, accidental, suicide)",42.644,-83.296,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,29.0,12.0
156053,2014-07-07,Ohio,Akron,1,1,11.0,,,"Shot - Wounded/Injured||Shot - Dead (murder, accidental, suicide)||Suicide - Attempt||Domestic Violence||Possession (gun(s) found during commission of other crimes)",41.086,-81.576,0,0::76||1::87,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Injured,0::Victim||1::Subject-Suspect,34.0,28.0
156253,2014-07-07,Delaware,Wilmington,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",39.746,-75.558,0,0::43,0::Adult 18+,0::Male,,0::Killed,0::Victim,3.0,3.0
155523,2014-07-07,Kentucky,Pike County,0,4,5.0,,,Shot - Wounded/Injured||Home Invasion||Home Invasion - Resident injured||Home Invasion - subject/suspect/perpetrator injured||Defensive Use,37.484,-82.475,0,,0::Adult 18+||1::Adult 18+||2::Adult 18+||3::Adult 18+,0::Male||1::Male||2::Male||3::Female,,0::Injured||1::Injured||2::Injured||3::Injured,0::Victim||1::Victim||2::Subject-Suspect||3::Subject-Suspect,,
155926,2014-07-07,Louisiana,New Orleans,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",29.962,-90.124,0,0::18||2::23,0::Adult 18+||1::Adult 18+||2::Adult 18+,0::Male||1::Male||2::Male,,0::Killed||1::Unharmed||2::Unharmed,0::Victim||1::Subject-Suspect||2::Subject-Suspect,91.0,5.0
271153,2014-07-07,Pennsylvania,Philadelphia,1,0,2.0,,,"Shot - Dead (murder, accidental, suicide)",39.979,-75.228,0,0::21,0::Adult 18+,0::Male,,0::Killed,0::Victim,,
155646,2014-07-07,Oregon,Gladstone,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^||Officer Involved Incident||Officer Involved Incident - Weapon involved but no shots fired",45.396,-122.584,0,,1::Adult 18+,1::Male,,1::Killed,0::Victim||1::Subject-Suspect,40.0,20.0
155867,2014-07-07,Illinois,Chicago,1,0,7.0,,,"Shot - Dead (murder, accidental, suicide)||Drive-by (car to street, car to car)||Possession (gun(s) found during commission of other crimes)",41.768,-87.679,0,0::19,0::Adult 18+,0::Female,,0::Killed,0::Victim||1::Subject-Suspect,32.0,16.0
156779,2014-07-07,Alabama,Skipperville,1,1,2.0,,,"Shot - Dead (murder, accidental, suicide)||Officer Involved Incident||Officer Involved Shooting - Officer killed||Animal shot/killed",31.558,-85.546,0,,1::Adult 18+,0::Male||1::Male,,0::Killed||1::Injured,0::Victim||1::Subject-Suspect,93.0,31.0
155700,2014-07-07,California,Penn Valley,1,0,1.0,,,"Shot - Dead (murder, accidental, suicide)",39.203,-121.221,0,,0::Adult 18+,0::Male,,0::Killed,0::Victim,1.0,1.0
156357,2014-07-07,Georgia,College Park,1,0,5.0,,,"Shot - Dead (murder, accidental, suicide)||Accidental Shooting||Accidental Shooting - Death||Accidental/Negligent Discharge",33.604,-84.455,0,0::23||1::23,0::Adult 18+||1::Adult 18+,0::Male||1::Male,,0::Killed||1::Unharmed,0::Victim||1::Subject-Suspect,60.0,34.0
163014,2014-07-07,Michigan,Berrien,2,0,6.0,,,"Shot - Dead (murder, accidental, suicide)||Suicide^||Murder/Suicide||Domestic Violence",42.014,-86.463,0,0::41||1::56,0::Adult 18+||1::Adult 18+,0::Female||1::Male,,0::Killed||1::Killed,0::Victim||1::Subject-Suspect,79.0,21.0
